# Constructed from biom file
#OTU ID	Subject_41	Subject_40	Subject_43	Subject_42	Subject_45	Subject_44	Subject_47	Subject_46	Subject_39	Subject_31	Subject_32	Subject_33	Subject_34	Subject_35	Subject_36	Subject_37	Subject_16	Subject_14	Subject_15	Subject_13	Subject_11	Subject_18	Subject_19	Subject_29	Subject_28	Subject_27	Subject_26	Subject_25	Subject_24	Subject_23	Subject_22	Subject_20
0;Other;Other;Other;Other	8.75	2.0	1.83333333333	2.0	3.6	1.8	10.6666666667	9.4	3.0	4.0	3.0	1.75	3.33333333333	6.0	5.8	5.66666666667	51.5	1.33333333333	15.0	10.2	3.0	4.75	6.75	1.5	1.0	2.2	1.75	0.5	11.0	1.0	10.6	21.6666666667
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	15.75	0.0	0.0	0.0	0.0	0.2	0.0	0.0	1.0	0.0	0.0	5.5	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	814.0	0.0	0.0	0.0	42.0	0.0	14.6	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	11.0	0.0	0.0	0.0	0.0	0.0	229.6	0.0	0.0
k__Bacteria;Other;Other;Other;Other	128.25	119.666666667	117.166666667	38.4	32.8	130.6	37.6666666667	28.4	84.5	173.0	37.25	73.75	97.0	68.0	357.2	30.0	20.0	111.0	116.5	274.6	223.75	160.5	78.0	224.0	160.666666667	219.8	35.0	95.0	63.2	261.0	232.8	113.0
k__Bacteria;p__Actinobacteria;Other;Other;Other	0.5	0.0	0.166666666667	1.2	0.0	1.4	0.0	0.0	0.5	0.333333333333	0.0	2.0	0.0	1.0	0.6	0.333333333333	0.0	0.666666666667	0.5	0.2	0.25	0.0	0.25	0.5	0.666666666667	0.6	0.75	0.5	0.4	0.0	0.0	1.33333333333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other	0.0	2.66666666667	2.16666666667	0.2	0.6	0.2	1.0	0.2	0.0	0.0	0.5	3.0	0.333333333333	2.0	0.4	0.0	0.0	3.0	0.0	0.6	0.25	0.75	0.0	5.5	1.0	0.0	0.25	0.5	0.2	0.6	0.0	2.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	2.25	13.1666666667	8.33333333333	11.4	22.8	6.6	1.66666666667	16.8	13.5	3.33333333333	6.75	35.5	4.0	5.0	7.6	2.33333333333	4.0	30.3333333333	1.5	29.4	7.5	6.5	21.25	85.5	34.3333333333	11.8	10.75	3.0	10.4	23.0	14.2	23.6666666667
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	728.75	2091.0	22790.0	825.6	2169.4	87.8	2690.0	779.0	175.5	8.0	1313.75	37293.0	1098.66666667	22162.0	4594.2	144.0	546.5	14577.0	24.5	733.4	8983.25	2.25	4170.25	23775.0	498.666666667	5.6	2632.5	385.5	2.4	663.0	5.8	13759.6666667
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae	0.5	2.33333333333	0.0	1.8	0.4	0.0	5.33333333333	1.8	2.0	0.333333333333	1.0	1.0	0.333333333333	2.0	0.4	0.0	0.0	0.666666666667	0.0	0.8	0.5	0.75	0.5	3.0	0.666666666667	0.0	0.75	0.5	1.2	0.4	0.4	2.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae	0.0	0.333333333333	0.0	0.0	0.0	0.2	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae	0.0	0.166666666667	0.166666666667	0.0	0.0	0.0	0.0	0.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae	0.0	0.166666666667	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.25	0.0	0.0	0.0	0.2	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae	2.5	0.666666666667	2.5	1.6	2.4	2.0	1.66666666667	6.6	3.0	0.333333333333	0.5	34.75	0.333333333333	0.0	10.0	1.0	17.5	0.666666666667	0.5	16.0	6.5	0.75	17.5	9.5	0.0	1.0	4.0	4.0	2.4	2.6	0.8	14.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae	18.25	32.5	10.8333333333	14.0	7.0	10.4	13.6666666667	4.8	11.0	2.66666666667	26.25	10.0	20.6666666667	4.0	7.4	8.33333333333	40.0	4.33333333333	1.75	7.8	6.75	30.25	10.75	10.5	28.6666666667	10.0	13.5	11.0	4.8	9.4	12.6	15.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;Other;Other	0.25	0.5	1.83333333333	3.6	0.6	0.8	0.333333333333	2.4	2.5	0.333333333333	0.5	6.0	0.666666666667	7.0	3.4	0.666666666667	0.5	1.0	1.75	3.8	2.0	0.5	1.0	24.0	1.33333333333	1.4	0.5	0.5	0.4	1.8	4.2	7.66666666667
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae	0.25	0.0	0.166666666667	0.4	0.2	0.0	0.0	0.4	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.25	0.5	0.0	0.0	0.25	0.0	0.0	0.0	0.4	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	2.25	0.666666666667	6.66666666667	49.8	51.6	8.8	11.6666666667	14.0	18.5	1.33333333333	1.25	166.25	0.333333333333	5.0	14.2	9.0	34.0	2.0	3.5	15.6	12.5	524.75	111.25	119.5	428.333333333	16.0	9.0	2.0	3.8	49.2	22.8	28.3333333333
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae	124.5	836.666666667	220.833333333	36.0	281.6	401.6	285.333333333	90.4	180.0	256.0	456.25	120.0	236.0	173.0	133.4	77.6666666667	53.5	799.666666667	122.0	892.8	166.5	265.75	289.75	1156.5	637.0	280.0	198.75	116.5	104.4	131.6	486.2	692.0
k__Bacteria;p__Bacteroidetes;Other;Other;Other	74.5	282.666666667	61.0	123.6	71.0	50.0	76.6666666667	56.0	66.5	104.0	20.5	64.5	103.0	57.0	339.0	115.0	50.5	117.333333333	37.25	85.2	97.25	79.5	103.0	40.0	786.333333333	130.2	529.25	57.0	142.2	42.8	79.2	60.3333333333
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;Other;Other	7.5	0.0	3.33333333333	5.4	13.4	6.8	0.0	1.6	3.0	9.0	0.0	5.25	8.66666666667	0.0	6.0	1.33333333333	3.5	0.0	7.5	0.0	5.5	4.0	4.25	1.5	5.33333333333	4.2	7.75	4.5	2.4	1.2	4.2	0.666666666667
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other	10941.75	10684.6666667	16705.8333333	19588.6	19312.2	15128.8	9084.33333333	8269.2	7282.5	6820.66666667	4293.25	4279.5	6020.66666667	574.0	6967.6	9909.66666667	18954.0	15548.6666667	9497.5	18189.2	9773.25	12724.0	17317.0	1904.0	8143.0	16970.8	12141.75	20088.5	12762.6	7578.6	12529.0	6093.33333333
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.5	0.0	0.0	0.0	0.0	5.4	0.0	0.0	1.5	1.66666666667	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	2.33333333333	0.0	0.5	0.0	0.2	0.6	0.0	0.666666666667
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	115921.75	120027.666667	201306.5	165142.2	153185.8	56235.2	300253.333333	91882.6	24579.5	39456.0	19047.0	12783.0	162584.0	2510.0	161280.0	130127.333333	131151.0	200015.0	103757.5	129145.8	112986.25	148448.75	100079.75	22425.0	60675.6666667	160169.6	115835.5	128028.0	144858.2	85615.4	148929.4	87982.6666667
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae	6719.5	314.5	3216.33333333	1919.2	4915.2	1635.2	133.666666667	462.8	1156.0	90.6666666667	86.0	1093.75	2496.0	81.0	2891.4	100.666666667	3724.5	490.666666667	413.5	2191.8	3114.25	2794.75	8591.0	1254.5	3324.66666667	6206.4	3676.5	8371.0	1565.6	1124.0	6783.4	339.333333333
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	8688.0	1144.5	13545.6666667	4410.2	21713.0	5103.2	7278.33333333	4699.2	6188.5	8841.0	14398.0	814.25	2271.0	142.0	12216.4	3154.66666667	11729.0	911.666666667	5134.75	7893.6	14078.25	20936.0	13784.75	1441.0	12657.6666667	29685.6	6028.0	11474.5	1201.2	4574.0	37249.4	7958.33333333
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	1486.0	719.166666667	1197.33333333	4397.8	548.8	17506.8	799.0	432.8	7908.5	104518.0	213.0	154200.25	142.666666667	1032.0	875.2	1718.33333333	258.0	983.0	1979.75	10034.6	540.0	2205.0	1067.5	141.5	317.333333333	606.0	120079.5	353.0	277.0	1004.6	520.2	811.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	16360.0	987.166666667	31933.5	31512.0	96362.6	35215.2	2202.33333333	13824.4	58494.0	1284.33333333	67067.5	1047.25	39285.3333333	126.0	40061.6	5088.0	75018.5	443.0	23667.75	5660.2	35494.25	61897.5	115340.5	2758.0	67020.0	42016.2	33184.75	61982.5	6299.6	61274.8	1097.4	22490.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinilabiliaceae	0.0	0.0	0.166666666667	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Salinivirgaceae	0.0	0.0	0.0	0.0	0.4	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.25	0.0	0.2	0.0	0.0	1.0
k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae	0.5	0.833333333333	2.5	1.0	2.0	0.2	0.666666666667	0.0	0.0	1.66666666667	0.5	2.25	0.0	0.0	0.6	2.0	0.0	2.0	0.0	2.8	0.75	2.25	1.0	4.5	1.0	0.0	0.75	0.0	0.0	0.2	1.4	2.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.5	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.5	1.16666666667	0.0	14.2	0.8	5.6	0.666666666667	0.4	11.5	0.666666666667	0.0	0.0	0.0	1.0	0.8	0.0	0.5	0.333333333333	6.25	28.6	0.0	0.5	0.0	0.0	1.0	1.6	0.25	0.5	0.2	2.4	0.0	0.0
k__Bacteria;p__Firmicutes;Other;Other;Other	288.75	207.0	654.333333333	318.2	331.2	517.8	96.6666666667	291.6	440.5	552.666666667	381.75	526.0	563.666666667	521.0	807.2	130.0	311.5	259.333333333	407.5	509.4	765.5	545.5	512.75	1770.5	1226.66666667	628.0	253.25	642.0	418.8	528.8	1076.6	877.333333333
k__Bacteria;p__Firmicutes;c__;o__;f__	3.25	2.5	5.16666666667	2.8	1.6	17.4	0.666666666667	1.0	12.0	13.6666666667	2.5	3.25	2.0	1.0	8.0	1.33333333333	1.5	1.66666666667	3.0	2.6	5.5	10.25	2.5	6.5	11.0	11.0	1.5	11.5	2.6	1.2	4.8	9.33333333333
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other	0.25	1.5	0.833333333333	0.0	0.0	0.2	0.666666666667	0.4	0.0	0.0	0.0	3.0	0.333333333333	0.0	0.4	0.0	0.0	0.0	0.5	3.8	0.5	0.75	0.25	9.5	0.666666666667	0.6	0.0	0.0	0.6	0.6	1.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0.25	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.25	0.5	1.0	0.0	0.0	0.0	0.5	0.333333333333	0.0	1.6	0.5	0.75	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	1.0	3.16666666667	1.83333333333	0.0	0.0	2.4	0.333333333333	2.4	1.0	0.333333333333	0.25	0.0	0.333333333333	0.0	0.2	0.666666666667	0.5	1.0	0.25	3.2	1.5	0.0	0.0	6.0	0.0	0.2	0.5	0.0	1.2	0.0	0.2	0.0
