# Constructed from biom file
#OTU ID	Subject_41	Subject_40	Subject_43	Subject_42	Subject_45	Subject_44	Subject_47	Subject_46	Subject_39	Subject_31	Subject_32	Subject_33	Subject_34	Subject_35	Subject_36	Subject_37	Subject_16	Subject_14	Subject_15	Subject_13	Subject_11	Subject_18	Subject_19	Subject_29	Subject_28	Subject_27	Subject_26	Subject_25	Subject_24	Subject_23	Subject_22	Subject_20
0;Other;Other;Other;Other;Other	8.75	2.0	1.83333333333	2.0	3.6	1.8	10.6666666667	9.4	3.0	4.0	3.0	1.75	3.33333333333	6.0	5.8	5.66666666667	51.5	1.33333333333	15.0	10.2	3.0	4.75	6.75	1.5	1.0	2.2	1.75	0.5	11.0	1.0	10.6	21.6666666667
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	15.75	0.0	0.0	0.0	0.0	0.2	0.0	0.0	1.0	0.0	0.0	5.5	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	814.0	0.0	0.0	0.0	42.0	0.0	14.6	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	11.0	0.0	0.0	0.0	0.0	0.0	229.6	0.0	0.0
k__Bacteria;Other;Other;Other;Other;Other	128.25	119.666666667	117.166666667	38.4	32.8	130.6	37.6666666667	28.4	84.5	173.0	37.25	73.75	97.0	68.0	357.2	30.0	20.0	111.0	116.5	274.6	223.75	160.5	78.0	224.0	160.666666667	219.8	35.0	95.0	63.2	261.0	232.8	113.0
k__Bacteria;p__Actinobacteria;Other;Other;Other;Other	0.5	0.0	0.166666666667	1.2	0.0	1.4	0.0	0.0	0.5	0.333333333333	0.0	2.0	0.0	1.0	0.6	0.333333333333	0.0	0.666666666667	0.5	0.2	0.25	0.0	0.25	0.5	0.666666666667	0.6	0.75	0.5	0.4	0.0	0.0	1.33333333333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;Other;Other;Other	0.0	2.66666666667	2.16666666667	0.2	0.6	0.2	1.0	0.2	0.0	0.0	0.5	3.0	0.333333333333	2.0	0.4	0.0	0.0	3.0	0.0	0.6	0.25	0.75	0.0	5.5	1.0	0.0	0.25	0.5	0.2	0.6	0.0	2.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	0.0	4.5	1.66666666667	0.4	14.2	2.0	0.333333333333	6.0	2.0	0.333333333333	1.75	3.75	0.333333333333	1.0	1.4	0.666666666667	0.0	11.6666666667	0.0	8.6	0.0	1.25	6.75	3.5	0.0	3.4	4.25	0.0	1.8	0.0	2.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	1.75	8.66666666667	5.66666666667	5.8	8.0	4.4	1.0	10.2	10.5	3.0	4.5	31.75	3.66666666667	4.0	4.6	1.66666666667	4.0	18.0	1.25	20.6	7.0	4.5	14.0	80.0	19.0	7.6	5.5	2.5	8.2	7.2	10.8	22.3333333333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus	0.25	0.0	0.333333333333	0.4	0.6	0.0	0.0	0.6	0.0	0.0	0.5	0.0	0.0	0.0	1.2	0.0	0.0	0.666666666667	0.25	0.2	0.0	0.5	0.25	0.5	15.0	0.2	1.0	0.5	0.2	0.4	0.8	0.333333333333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella	0.25	0.0	0.666666666667	4.8	0.0	0.2	0.333333333333	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.5	0.25	0.25	1.5	0.333333333333	0.6	0.0	0.0	0.2	15.4	0.6	1.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;Other	0.25	7.5	14.5	0.2	3.2	0.2	3.0	0.4	0.0	0.0	1.75	23.0	1.0	18.0	1.6	0.0	0.0	8.33333333333	0.0	0.4	5.5	0.0	1.75	27.5	5.66666666667	0.0	1.5	0.0	0.0	1.4	0.0	9.66666666667
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	728.5	2083.16666667	22775.0	825.4	2165.8	85.8	2687.0	777.6	175.5	6.33333333333	1312.0	37267.25	1097.66666667	22135.0	4592.6	144.0	546.5	14567.0	24.5	731.6	8977.75	2.25	4168.5	23747.0	492.666666667	5.6	2630.75	385.5	2.4	661.6	5.4	13750.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella	0.0	0.0	0.166666666667	0.0	0.4	1.6	0.0	1.0	0.0	1.66666666667	0.0	0.75	0.0	1.0	0.0	0.0	0.0	1.66666666667	0.0	1.4	0.0	0.0	0.0	0.5	0.333333333333	0.0	0.25	0.0	0.0	0.0	0.4	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Parascardovia	0.0	0.333333333333	0.333333333333	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__;g__Lawsonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.33333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	0.25	2.33333333333	0.0	0.6	0.4	0.0	5.33333333333	1.8	2.0	0.0	0.75	1.0	0.0	2.0	0.4	0.0	0.0	0.0	0.0	0.8	0.5	0.0	0.5	2.5	0.666666666667	0.0	0.75	0.5	1.2	0.4	0.4	1.66666666667
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Turicella	0.25	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.25	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.0	0.75	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium	0.0	0.333333333333	0.0	0.0	0.0	0.2	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae;g__Dermacoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Tetrasphaera	0.0	0.166666666667	0.166666666667	0.0	0.0	0.0	0.0	0.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium	0.0	0.166666666667	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.25	0.0	0.0	0.0	0.2	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus	0.0	0.166666666667	0.0	0.0	0.0	0.2	0.333333333333	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	2.5	0.5	2.5	1.6	2.4	1.8	1.33333333333	6.6	3.0	0.333333333333	0.25	34.75	0.333333333333	0.0	9.8	1.0	17.5	0.666666666667	0.5	16.0	6.25	0.75	17.25	9.5	0.0	0.8	4.0	4.0	2.4	2.6	0.6	14.0
