# Constructed from biom file
#OTU ID	MCT.f.0556	MCT.f.0305	MCT.f.0336	MCT.f.0557	MCT.f.0558	MCT.f.0319	MCT.f.0318	MCT.f.0624	MCT.f.0524	MCT.f.0051	MCT.f.0403	MCT.f.0374	MCT.f.0252	MCT.f.0134	MCT.f.0611	MCT.f.0405	MCT.f.0543	MCT.f.0439	MCT.f.0067	MCT.f.0627	MCT.f.0013	MCT.f.0457	MCT.f.0357	MCT.f.0441	MCT.f.0153	MCT.f.0608	MCT.f.0578	MCT.f.0306	MCT.f.0492	MCT.f.0255	MCT.f.0250	MCT.f.0438	MCT.f.0574	MCT.f.0573	MCT.f.0335	MCT.f.0066	MCT.f.0607	MCT.f.0590	MCT.f.0422	MCT.f.0541	MCT.f.0424	MCT.f.0081	MCT.f.0442	MCT.f.0048	MCT.f.0473	MCT.f.0218	MCT.f.0356	MCT.f.0539	MCT.f.0220	MCT.f.0456	MCT.f.0355	MCT.f.0169	MCT.f.0083	MCT.f.0525	MCT.f.0216	MCT.f.0303	MCT.f.0235	MCT.f.0117	MCT.f.0115	MCT.f.0458	MCT.f.0560	MCT.f.0421	MCT.f.0119	MCT.f.0388	MCT.f.0135	MCT.f.0166	MCT.f.0423	MCT.f.0440	MCT.f.0271	MCT.f.0219	MCT.f.0098	MCT.f.0068	MCT.f.0269	MCT.f.0593	MCT.f.0609	MCT.f.0390	MCT.f.0459	MCT.f.0233	MCT.f.0575	MCT.f.0065	MCT.f.0304	MCT.f.0354	MCT.f.0012	MCT.f.0152	MCT.f.0489	MCT.f.0302	MCT.f.0522	MCT.f.0352	MCT.f.0016	MCT.f.0063	MCT.f.0476	MCT.f.0133	MCT.f.0406	MCT.f.0595	MCT.f.0301	MCT.f.0369	MCT.f.0267	MCT.f.0080	MCT.f.0540	MCT.f.0149	MCT.f.0437	MCT.f.0559	MCT.f.0148	MCT.f.0628	MCT.f.0014	MCT.f.0114	MCT.f.0408	MCT.f.0592	MCT.f.0254	MCT.f.0322	MCT.f.0321	MCT.f.0337	MCT.f.0472	MCT.f.0118	MCT.f.0391	MCT.f.0323	MCT.f.0610	MCT.f.0338	MCT.f.0544	MCT.f.0455	MCT.f.0340	MCT.f.0049	MCT.f.0387	MCT.f.0425
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;Other;Other	14.0	0.0	1.0	21.0	9.0	7.0	6.0	0.0	11.0	9.0	11.0	7.0	5.0	2.0	6.0	7.0	9.0	2.0	0.0	0.0	9.0	5.0	2.0	0.0	4.0	1.0	0.0	0.0	3.0	6.0	5.0	5.0	0.0	0.0	1.0	0.0	0.0	5.0	3.0	6.0	7.0	0.0	5.0	14.0	1.0	2.0	1.0	3.0	3.0	3.0	3.0	4.0	0.0	10.0	2.0	0.0	5.0	2.0	12.0	3.0	19.0	9.0	8.0	7.0	1.0	3.0	6.0	6.0	1.0	9.0	0.0	0.0	0.0	3.0	1.0	12.0	7.0	1.0	0.0	0.0	0.0	3.0	1.0	9.0	0.0	0.0	6.0	3.0	7.0	0.0	4.0	1.0	5.0	2.0	0.0	2.0	1.0	0.0	14.0	9.0	2.0	4.0	8.0	0.0	5.0	2.0	8.0	11.0	1.0	3.0	2.0	1.0	11.0	6.0	2.0	3.0	0.0	2.0	2.0	3.0	1.0	3.0	9.0	2.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other	25223.0	17378.0	5250.0	28573.0	14084.0	24228.0	12088.0	9983.0	9557.0	5254.0	14975.0	29668.0	23310.0	16999.0	16021.0	14615.0	20224.0	12974.0	20480.0	12003.0	16367.0	25747.0	24592.0	11963.0	2725.0	13516.0	5543.0	4134.0	3722.0	13389.0	23609.0	33997.0	3546.0	2947.0	19244.0	25096.0	5215.0	6062.0	6058.0	13748.0	28946.0	17023.0	20352.0	10724.0	6784.0	12013.0	10245.0	12859.0	14234.0	23515.0	6908.0	22613.0	12720.0	7573.0	15086.0	12116.0	8315.0	7828.0	10980.0	15209.0	17901.0	31890.0	7318.0	15163.0	5505.0	15295.0	26325.0	14434.0	9375.0	9563.0	574.0	7912.0	2710.0	3237.0	3834.0	17808.0	12971.0	6250.0	5137.0	14700.0	4798.0	11683.0	6273.0	10143.0	86.0	22350.0	3332.0	10385.0	10297.0	22758.0	5775.0	7225.0	10549.0	2094.0	3332.0	10509.0	6195.0	16903.0	21429.0	13811.0	6515.0	10780.0	11311.0	5267.0	6156.0	2398.0	8428.0	5725.0	8960.0	9153.0	6545.0	4703.0	11870.0	6314.0	4748.0	10631.0	2760.0	5839.0	7384.0	7412.0	2857.0	2084.0	6048.0	4724.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	198081.0	171545.0	39810.0	210302.0	112647.0	259046.0	153082.0	320887.0	49971.0	136466.0	135920.0	179119.0	118087.0	238758.0	176766.0	172516.0	63816.0	183656.0	139735.0	401681.0	172811.0	289279.0	321915.0	154099.0	32378.0	160348.0	17812.0	40737.0	43354.0	66632.0	178661.0	396755.0	17595.0	13175.0	258803.0	197493.0	51521.0	18364.0	51602.0	29677.0	281021.0	207753.0	199809.0	295389.0	69828.0	201692.0	91738.0	70805.0	157366.0	210509.0	71686.0	149076.0	165226.0	57398.0	100580.0	138988.0	35186.0	132147.0	271635.0	133361.0	165215.0	278375.0	202228.0	191196.0	68512.0	113226.0	181101.0	185572.0	141671.0	134157.0	2510.0	52536.0	32950.0	11420.0	48688.0	183658.0	108912.0	13973.0	27606.0	122163.0	70183.0	120682.0	68034.0	120051.0	1496.0	268829.0	10999.0	118270.0	154344.0	133802.0	33726.0	83112.0	82403.0	5771.0	29884.0	76937.0	89327.0	227066.0	98212.0	147792.0	87948.0	79684.0	114809.0	178192.0	56756.0	27742.0	72503.0	15577.0	36939.0	119697.0	80364.0	30162.0	78473.0	172648.0	40897.0	132458.0	22090.0	64048.0	18666.0	58787.0	35254.0	55897.0	47936.0	33612.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae	5998.0	452.0	629.0	6346.0	3480.0	8752.0	8020.0	147.0	129.0	1611.0	5040.0	11931.0	11719.0	194.0	1115.0	6553.0	1832.0	2725.0	2351.0	209.0	5209.0	8469.0	3564.0	1721.0	141.0	699.0	138.0	84.0	2405.0	9372.0	8593.0	5053.0	62.0	55.0	3285.0	3501.0	308.0	1687.0	765.0	671.0	3189.0	477.0	3761.0	5142.0	2034.0	3590.0	1417.0	2866.0	3044.0	6522.0	844.0	5970.0	376.0	103.0	2392.0	430.0	1985.0	3202.0	5362.0	7295.0	6525.0	2412.0	2850.0	12008.0	57.0	1479.0	2909.0	3348.0	547.0	2153.0	81.0	914.0	119.0	981.0	105.0	10447.0	6851.0	327.0	89.0	1644.0	145.0	1025.0	1893.0	448.0	104.0	663.0	40.0	978.0	3716.0	2549.0	3221.0	51.0	2371.0	660.0	113.0	4811.0	352.0	619.0	2457.0	615.0	2690.0	2227.0	450.0	45.0	1639.0	683.0	742.0	1047.0	4680.0	9385.0	3202.0	439.0	4719.0	2360.0	1911.0	4558.0	87.0	888.0	350.0	1895.0	379.0	735.0	2512.0	321.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	35609.0	1628.0	2529.0	24582.0	14640.0	58716.0	40225.0	11734.0	11044.0	1703.0	8322.0	18728.0	18137.0	5980.0	10330.0	7447.0	5426.0	9952.0	8037.0	6616.0	29543.0	54008.0	2658.0	9724.0	1069.0	4736.0	25158.0	303.0	2676.0	14549.0	15190.0	23011.0	8836.0	8677.0	13414.0	10404.0	3817.0	1227.0	1432.0	2725.0	6620.0	855.0	18829.0	4308.0	8256.0	26643.0	678.0	4388.0	21860.0	31850.0	546.0	16110.0	863.0	11070.0	19196.0	1508.0	7092.0	10573.0	27910.0	32993.0	23019.0	7902.0	9999.0	15231.0	1372.0	7348.0	5349.0	12597.0	13091.0	16045.0	142.0	5770.0	2752.0	708.0	2954.0	12969.0	21963.0	5285.0	14921.0	6369.0	618.0	1050.0	9594.0	4950.0	206.0	2411.0	4409.0	1074.0	9777.0	8888.0	11735.0	2112.0	6629.0	391.0	399.0	4221.0	8032.0	1017.0	12007.0	8715.0	7161.0	10715.0	5805.0	3485.0	7399.0	3326.0	1714.0	931.0	7263.0	38868.0	22656.0	1902.0	17982.0	9274.0	2759.0	25782.0	1659.0	3441.0	970.0	7614.0	1584.0	802.0	3793.0	748.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	724.0	1021.0	433.0	848.0	388.0	840.0	506.0	326.0	193143.0	164.0	76158.0	493.0	1191.0	3121.0	870.0	132476.0	29222.0	1279.0	12541.0	1933.0	803.0	931.0	535.0	809.0	641.0	732.0	214.0	242.0	165.0	1011.0	1620.0	2428.0	241.0	139.0	2933.0	14906.0	206.0	177799.0	1722.0	26083.0	5737.0	1060.0	988.0	233.0	170.0	2785.0	294.0	4198.0	2298.0	769.0	131.0	290.0	831.0	80212.0	1737.0	850.0	13542.0	788.0	1110.0	623.0	499.0	10745.0	1118.0	2652.0	841.0	226.0	3043.0	1183.0	1307.0	2000.0	1032.0	4099.0	342.0	120263.0	240.0	2111.0	465.0	2275.0	258.0	5132.0	329.0	203.0	272.0	1909.0	118.0	1614.0	40199.0	222.0	725.0	13495.0	180.0	1193.0	18188.0	72438.0	259.0	213.0	784.0	1058.0	15335.0	2517.0	497.0	285.0	2852.0	138.0	360.0	155.0	253496.0	246301.0	448.0	349.0	363.0	375.0	602.0	1205.0	561.0	543.0	116.0	774.0	12696.0	242.0	508.0	31.0	620.0	742.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	118351.0	1186.0	51251.0	143431.0	61401.0	2190.0	865.0	317.0	1435.0	43185.0	59563.0	100051.0	159505.0	7533.0	35459.0	27622.0	24192.0	15779.0	3412.0	6124.0	57200.0	44993.0	14493.0	20283.0	4810.0	11558.0	90409.0	498.0	4888.0	88167.0	148059.0	67395.0	62645.0	47012.0	127436.0	4263.0	14966.0	1886.0	5801.0	13445.0	33912.0	444.0	57903.0	62789.0	44847.0	42554.0	8757.0	95401.0	74612.0	67939.0	2171.0	91783.0	323.0	1564.0	97805.0	1232.0	51947.0	53888.0	59805.0	34096.0	100289.0	26125.0	31011.0	15275.0	3431.0	58254.0	83777.0	18954.0	35066.0	32619.0	126.0	14823.0	16117.0	813.0	2801.0	31391.0	34621.0	65041.0	68204.0	2278.0	570.0	2481.0	23027.0	24824.0	628.0	2157.0	854.0	3596.0	29937.0	3525.0	46161.0	4300.0	38252.0	825.0	280.0	23914.0	16287.0	562.0	32407.0	36790.0	11287.0	58341.0	28247.0	166.0	31813.0	22781.0	7302.0	665.0	65631.0	713.0	577.0	56067.0	110052.0	32823.0	7596.0	1142.0	4338.0	49143.0	10631.0	28432.0	22477.0	11882.0	11178.0	7945.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinilabiliaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Salinivirgaceae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae	7.0	1.0	1.0	0.0	2.0	0.0	3.0	2.0	3.0	0.0	2.0	0.0	1.0	6.0	0.0	0.0	0.0	6.0	1.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	3.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	2.0	3.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Hymenobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	3.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	32.0	1.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	48.0	0.0	0.0	5.0	2.0	29.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	1.0	1.0	2.0	1.0	0.0	18.0	0.0	2.0	2.0	1.0	26.0	2.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	1.0	9.0	0.0	0.0	1.0	2.0	0.0	5.0	0.0	17.0	0.0	0.0	0.0	10.0	0.0	6.0	0.0	0.0	0.0	37.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	15.0	6.0	0.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;Other;Other;Other	598.0	275.0	571.0	460.0	139.0	1951.0	1213.0	43.0	508.0	499.0	236.0	1073.0	590.0	237.0	597.0	539.0	289.0	965.0	732.0	208.0	1001.0	503.0	798.0	274.0	151.0	438.0	519.0	62.0	2779.0	282.0	880.0	757.0	197.0	419.0	1102.0	553.0	122.0	715.0	104.0	356.0	621.0	280.0	515.0	984.0	395.0	627.0	226.0	712.0	578.0	610.0	495.0	377.0	274.0	949.0	618.0	352.0	448.0	920.0	609.0	968.0	277.0	420.0	1180.0	470.0	44.0	246.0	393.0	425.0	1546.0	359.0	521.0	240.0	306.0	524.0	153.0	520.0	774.0	433.0	392.0	510.0	124.0	245.0	282.0	320.0	762.0	309.0	201.0	330.0	1166.0	512.0	1842.0	109.0	80.0	418.0	120.0	211.0	780.0	224.0	1061.0	626.0	990.0	182.0	533.0	39.0	613.0	216.0	158.0	447.0	299.0	832.0	490.0	410.0	1443.0	1111.0	55.0	897.0	148.0	413.0	171.0	285.0	148.0	208.0	110.0	53.0
k__Bacteria;p__Firmicutes;c__;o__;f__	2.0	5.0	1.0	2.0	2.0	12.0	4.0	0.0	12.0	2.0	3.0	18.0	3.0	3.0	1.0	3.0	3.0	9.0	5.0	2.0	10.0	19.0	5.0	4.0	0.0	2.0	3.0	1.0	12.0	2.0	4.0	3.0	3.0	4.0	3.0	2.0	2.0	7.0	0.0	13.0	10.0	2.0	5.0	4.0	3.0	17.0	1.0	13.0	10.0	17.0	2.0	3.0	1.0	21.0	13.0	3.0	10.0	14.0	5.0	10.0	2.0	1.0	8.0	5.0	1.0	0.0	3.0	4.0	17.0	1.0	1.0	1.0	2.0	3.0	0.0	4.0	6.0	14.0	0.0	4.0	0.0	1.0	2.0	1.0	1.0	4.0	8.0	4.0	7.0	1.0	11.0	0.0	0.0	1.0	2.0	5.0	9.0	2.0	55.0	3.0	6.0	0.0	8.0	0.0	3.0	0.0	0.0	2.0	1.0	4.0	3.0	1.0	19.0	13.0	1.0	1.0	0.0	1.0	3.0	3.0	0.0	0.0	3.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;Other;Other	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	3.0	5.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	16.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	1.0	3.0	3.0	3.0	0.0	2.0	0.0	3.0	2.0	0.0	8.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	9.0	9.0	0.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae	1.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	15.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	16.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	1.0	5.0	0.0	5.0	0.0	1.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	3.0	0.0	13.0	3.0	2.0	0.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	35.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	20.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	17.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0
